thisN,thisTrialN,thisRepN,hotel_query,choice1,choice2,choice3,choice4,choice5,correct_answer,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,colorBlock.thisRepN,colorBlock.thisTrialN,colorBlock.thisN,colorBlock.thisIndex,trialsColor.thisRepN,trialsColor.thisTrialN,trialsColor.thisN,trialsColor.thisIndex,thisRow.t,notes,assigned_group,WelcomeScreen.started,textWelcomeMessage.started,key_Continue.started,WelcomeScreen.stopped,key_Continue.keys,key_Continue.rt,key_Continue.duration,trialColor.started,mouse.started,imageQuery.started,image1.started,image2.started,image3.started,image4.started,image5.started,queryCaption.started,clicked_image,isCorrect,trialColor.stopped,trialsColor.mouse.x,trialsColor.mouse.y,trialsColor.mouse.leftButton,trialsColor.mouse.midButton,trialsColor.mouse.rightButton,trialsColor.mouse.time,trialsColor.mouse.clicked_name,blank500.started,text.started,text.stopped,blank500.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,color_only,0.024184499983675778,0.0412634169915691,0.0412634169915691,1.250695166992955,space,1.0113690419821069,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-18_10h49.20.350,mock_study,,2025.1.1,2025-06-18 10h49.24.422441 -0400,
0,0,0,images/hotel2_query,images/hotel2_sample1,images/hotel2_correct,images/hotel2_sample2,images/hotel2_sample3,images/hotel2_sample4,images/hotel2_correct,[np.float64(-0.30833333333333335)],[np.float64(-0.16111111111111112)],[1],[0],[0],[13.624329083017074],['image1'],0,0,0,0,0,0,0,1,1.3110897080041468,,,,,,,,,,1.297301625018008,0.04663579200860113,1.3110897080041468,1.3110897080041468,1.3110897080041468,1.3110897080041468,1.3110897080041468,1.3110897080041468,1.3110897080041468,images/hotel2_sample1,0,14.922031500027515,[np.float64(-0.30833333333333335)],[np.float64(-0.16111111111111112)],[1],[0],[0],[13.624329083017074],['image1'],14.922242000000551,14.92729074996896,16.04189204191789,15.912895667017438,,001,2025-06-18_10h49.20.350,mock_study,,2025.1.1,2025-06-18 10h49.24.422441 -0400,
1,1,0,images/hotel1_query,images/hotel1_sample1,images/hotel1_sample2,images/hotel1_sample4,images/hotel1_correct,images/hotel1_sample3,images/hotel1_correct,[np.float64(0.19305555555555556)],[np.float64(-0.175)],[1],[0],[0],[11.45254308404401],['image4'],0,0,0,0,0,1,1,0,16.04189204191789,,,,,,,,,,16.037724416935816,0.11553316691424698,16.04189204191789,16.04189204191789,16.04189204191789,16.04189204191789,16.04189204191789,16.04189204191789,16.04189204191789,images/hotel1_correct,1,27.49139733298216,[np.float64(0.19305555555555556)],[np.float64(-0.175)],[1],[0],[0],[11.45254308404401],['image4'],27.49161649995949,27.49507966695819,28.551765791955404,28.487102166982368,,001,2025-06-18_10h49.20.350,mock_study,,2025.1.1,2025-06-18 10h49.24.422441 -0400,
2,0,1,images/hotel2_query,images/hotel2_sample1,images/hotel2_correct,images/hotel2_sample2,images/hotel2_sample3,images/hotel2_sample4,images/hotel2_correct,,,,,,,,,,,,1,0,2,1,28.551765791955404,,,,,,,,,,28.547325041959994,0.05576345790177584,28.551765791955404,28.551765791955404,28.551765791955404,28.551765791955404,28.551765791955404,28.551765791955404,28.551765791955404,,,,,,,,,,,,,,,,,,,,,,
