query_image,choice1,choice2,choice3,choice4,choice5,correct_answer,gray1,gray2,gray3,gray4,gray5,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.corr,mouse_3.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.corr,mouse_2.clicked_name,toggle_button.numClicks,toggle_button.timesOn,toggle_button.timesOff,trialsColor.thisRepN,trialsColor.thisTrialN,trialsColor.thisN,trialsColor.thisIndex,trialsGray.thisRepN,trialsGray.thisTrialN,trialsGray.thisN,trialsGray.thisIndex,trialsGray_Color.thisRepN,trialsGray_Color.thisTrialN,trialsGray_Color.thisN,trialsGray_Color.thisIndex,thisRow.t,notes,assigned_group,WelcomeScreen.started,textWelcomeMessage.started,key_Continue.started,WelcomeScreen.stopped,key_Continue.keys,key_Continue.rt,key_Continue.duration,trialColor.started,mouse.started,imageQuery.started,image1.started,image2.started,image3.started,image4.started,image5.started,trialColor.stopped,trialsColor.mouse.x,trialsColor.mouse.y,trialsColor.mouse.leftButton,trialsColor.mouse.midButton,trialsColor.mouse.rightButton,trialsColor.mouse.time,trialsColor.mouse.corr,trialsColor.mouse.clicked_name,blank500.started,text.started,text.stopped,blank500.stopped,confidenceScreen.started,text_confidenceQuestion.started,slider.started,buttonAdvance.started,confidenceScreen.stopped,slider.response,slider.rt,buttonAdvance.numClicks,buttonAdvance.timesOn,buttonAdvance.timesOff,trialGrayscale.started,mouse_3.started,queryImage_2.started,image1_3.started,image2_3.started,image3_3.started,image4_3.started,image5_3.started,trialGrayscale.stopped,trialsGray.mouse_3.x,trialsGray.mouse_3.y,trialsGray.mouse_3.leftButton,trialsGray.mouse_3.midButton,trialsGray.mouse_3.rightButton,trialsGray.mouse_3.time,trialsGray.mouse_3.corr,trialsGray.mouse_3.clicked_name,NextScreen.started,textNextScreen.started,key_NextScreen.started,NextScreen.stopped,key_NextScreen.keys,key_NextScreen.rt,key_NextScreen.duration,trialColor_Gray.started,mouse_2.started,imageQuery_2.started,image1_2.started,image2_2.started,image3_2.started,image4_2.started,image5_2.started,toggle_button.started,trialColor_Gray.stopped,trialsGray_Color.mouse_2.x,trialsGray_Color.mouse_2.y,trialsGray_Color.mouse_2.leftButton,trialsGray_Color.mouse_2.midButton,trialsGray_Color.mouse_2.rightButton,trialsGray_Color.mouse_2.time,trialsGray_Color.mouse_2.corr,trialsGray_Color.mouse_2.clicked_name,trialsGray_Color.toggle_button.numClicks,trialsGray_Color.toggle_button.timesOn,trialsGray_Color.toggle_button.timesOff,EndScreen.started,textEndMessage.started,EndScreen.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
images/orange.png,images/banana.png,images/apple.png,images/kiwi.png,images/grape.png,images/orange.png,image5,images/banana_gray.png,images/apple_gray.png,images/kiwi_gray.png,images/grape_gray.png,images/orange_gray.png,3,3,0,,,,,,,,,[np.float64(0.31805555555555554)],[np.float64(-0.19166666666666668)],[1],[0],[0],[3.838049916899763],[1],['image5'],,,,,,,,,,,,,,,,0,3,3,4,,,,,25.304711167002097,,,,,,,,,,,,,,,,,,,,,,,,,,,29.13988608296495,29.144970625056885,30.309171458007768,30.129676082986407,,,,,,,,,,,25.301318792044185,0.10379070800263435,25.304711167002097,25.304711167002097,25.304711167002097,25.304711167002097,25.304711167002097,25.304711167002097,29.139588749967515,[np.float64(0.31805555555555554)],[np.float64(-0.19166666666666668)],[1],[0],[0],[3.838049916899763],[1],['image5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
images/banana.png,images/apple.png,images/banana.png,images/orange.png,images/kiwi.png,images/grape.png,image2,images/apple_gray.png,images/banana_gray.png,images/orange_gray.png,images/kiwi_gray.png,images/grape_gray.png,4,4,0,,,,,,,,,[np.float64(0.3736111111111111)],[np.float64(0.21805555555555556)],[1],[0],[0],[0.9744777079904452],[1],['image2'],,,,,,,,,,,,,,,,0,4,4,2,,,,,30.309171458007768,,,,,,,,,,,,,,,,,,,,,,,,,,,31.280655583017506,31.283714625053108,32.293975083041005,32.27175404201262,,,,,,,,,,,30.305743833072484,0.1659146660240367,30.309171458007768,30.309171458007768,30.309171458007768,30.309171458007768,30.309171458007768,30.309171458007768,31.28043320798315,[np.float64(0.3736111111111111)],[np.float64(0.21805555555555556)],[1],[0],[0],[0.9744777079904452],[1],['image2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.27468224999029,32.293975083041005,32.293975083041005,32.293975083041005,34.41511533304583,4.0,1.4843282499350607,1,[2.1205558750079945],[2.120560875046067],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.415185458026826,34.428156750043854,34.428156750043854,38.31489279202651,space,3.87571499904152,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
images/orange.png,images/banana.png,images/apple.png,images/kiwi.png,images/grape.png,images/orange.png,image5,images/banana_gray.png,images/apple_gray.png,images/kiwi_gray.png,images/grape_gray.png,images/orange_gray.png,0,0,0,,,,,,,,,,,,,,,,,"[np.float64(-0.3472222222222222), np.float64(-0.3472222222222222), np.float64(-0.3472222222222222), np.float64(-0.3402777777777778), np.float64(-0.3402777777777778), np.float64(0.275)]","[np.float64(-0.38333333333333336), np.float64(-0.38333333333333336), np.float64(-0.38333333333333336), np.float64(-0.3875), np.float64(-0.3875), np.float64(-0.20833333333333334)]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.7101440409896895, 1.2176910829730332, 2.1476454159710556, 2.7262133749900386, 3.0758218329865485, 5.478055165964179]",[1],"[None, None, None, None, None, 'image5']",6,"[0.7038518339395523, 1.2119729589903727, 1.7191682499833405, 2.141243333928287, 2.7198320840252563, 3.0694030839949846]","[0.7038571669254452, 1.2119797089835629, 1.7191737500252202, 2.141248125000857, 2.7198367919772863, 3.069407458999194]",,,,,,,,,0,0,0,4,38.57309575006366,,,,,,,,,,,,,,,,,,,,,,,,,,,44.04542654205579,44.05756054201629,45.27629879198503,45.04237416700926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.56652650004253,0.2515890420181677,38.57309575006366,38.57309575006366,38.57309575006366,38.57309575006366,38.57309575006366,38.57309575006366,38.57309575006366,44.0451013330603,"[np.float64(-0.3472222222222222), np.float64(-0.3472222222222222), np.float64(-0.3472222222222222), np.float64(-0.3402777777777778), np.float64(-0.3402777777777778), np.float64(0.275)]","[np.float64(-0.38333333333333336), np.float64(-0.38333333333333336), np.float64(-0.38333333333333336), np.float64(-0.3875), np.float64(-0.3875), np.float64(-0.20833333333333334)]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.7101440409896895, 1.2176910829730332, 2.1476454159710556, 2.7262133749900386, 3.0758218329865485, 5.478055165964179]",[1],"[None, None, None, None, None, 'image5']",6,"[0.7038518339395523, 1.2119729589903727, 1.7191682499833405, 2.141243333928287, 2.7198320840252563, 3.0694030839949846]","[0.7038571669254452, 1.2119797089835629, 1.7191737500252202, 2.141248125000857, 2.7198367919772863, 3.069407458999194]",,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
images/apple.png,images/orange.png,images/apple.png,images/grape.png,images/banana.png,images/kiwi.png,image2,images/orange_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/kiwi_gray.png,1,1,0,,,,,,,,,,,,,,,,,[np.float64(0.3055555555555556)],[np.float64(0.1736111111111111)],[1],[0],[0],[0.8297432089457288],[1],['image2'],0,,,,,,,,,,,0,1,1,3,45.27629879198503,,,,,,,,,,,,,,,,,,,,,,,,,,,46.101903125061654,46.1074380420614,47.40036108298227,47.10067191696726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.271490667015314,0.22610504203476012,45.27629879198503,45.27629879198503,45.27629879198503,45.27629879198503,45.27629879198503,45.27629879198503,45.27629879198503,46.10176362504717,[np.float64(0.3055555555555556)],[np.float64(0.1736111111111111)],[1],[0],[0],[0.8297432089457288],[1],['image2'],0,,,,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
images/banana.png,images/apple.png,images/banana.png,images/orange.png,images/kiwi.png,images/grape.png,image2,images/apple_gray.png,images/banana_gray.png,images/orange_gray.png,images/kiwi_gray.png,images/grape_gray.png,2,2,0,,,,,,,,,,,,,,,,,[np.float64(0.30833333333333335)],[np.float64(0.1625)],[1],[0],[0],[0.6932814590400085],[1],['image2'],0,,,,,,,,,,,0,2,2,2,47.40036108298227,,,,,,,,,,,,,,,,,,,,,,,,,,,48.08954025001731,48.09365212498233,49.31508016702719,49.08312450000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39553037506994,0.29366504109930247,47.40036108298227,47.40036108298227,47.40036108298227,47.40036108298227,47.40036108298227,47.40036108298227,47.40036108298227,48.089390792069025,[np.float64(0.30833333333333335)],[np.float64(0.1625)],[1],[0],[0],[0.6932814590400085],[1],['image2'],0,,,,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
images/grape.png,images/kiwi.png,images/orange.png,images/grape.png,images/banana.png,images/apple.png,image3,images/kiwi_gray.png,images/orange_gray.png,images/grape_gray.png,images/banana_gray.png,images/apple_gray.png,3,3,0,,,,,,,,,,,,,,,,,"[np.float64(-0.35), np.float64(-0.35), np.float64(0.5958333333333333)]","[np.float64(-0.3486111111111111), np.float64(-0.3486111111111111), np.float64(0.2611111111111111)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.4780523329973221, 0.8710214159218594, 3.291254665935412]",[1],"[None, None, 'image3']",2,"[0.4732154580997303, 0.8661393750226125]","[0.6379684580024332, 0.8661442080046982]",,,,,,,,,0,3,3,0,49.31508016702719,,,,,,,,,,,,,,,,,,,,,,,,,,,52.60208004200831,52.60739445802756,53.84001066698693,53.5909947080072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.310022499994375,0.22052199998870492,49.31508016702719,49.31508016702719,49.31508016702719,49.31508016702719,49.31508016702719,49.31508016702719,49.31508016702719,52.60185912495945,"[np.float64(-0.35), np.float64(-0.35), np.float64(0.5958333333333333)]","[np.float64(-0.3486111111111111), np.float64(-0.3486111111111111), np.float64(0.2611111111111111)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.4780523329973221, 0.8710214159218594, 3.291254665935412]",[1],"[None, None, 'image3']",2,"[0.4732154580997303, 0.8661393750226125]","[0.6379684580024332, 0.8661442080046982]",,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
images/kiwi.png,images/kiwi.png,images/apple.png,images/grape.png,images/banana.png,images/orange.png,image1,images/kiwi_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/orange_gray.png,4,4,0,,,,,,,,,,,,,,,,,[np.float64(0.029166666666666667)],[np.float64(0.1986111111111111)],[1],[0],[0],[0.7326534579042345],[1],['image1'],0,,,,,,,,,,,0,4,4,1,53.84001066698693,,,,,,,,,,,,,,,,,,,,,,,,,,,54.56849083304405,54.57409300003201,55.57872037496418,55.55808624997735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.83515354199335,0.2331127499928698,53.84001066698693,53.84001066698693,53.84001066698693,53.84001066698693,53.84001066698693,53.84001066698693,53.84001066698693,54.5683540829923,[np.float64(0.029166666666666667)],[np.float64(0.1986111111111111)],[1],[0],[0],[0.7326534579042345],[1],['image1'],0,,,,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.56019362504594,55.57872037496418,55.57872037496418,55.57872037496418,57.26186025002971,4.0,1.1075371250044554,1,[1.682298916974105],[1.6823027919745073],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.261926167062484,57.27413445804268,62.26239437505137,,001,2025-06-17_15h59.20.597,mock_study,,2025.1.1,2025-06-17 15h59.24.609967 -0400,
